Data,IPEDS ID,Year,Unduplicated Athletes,Total Athletic Spending,Athletic Spending per Athlete,Total Institutional Funding for Athletics,Institutional Funding for Athletics per Athlete,Total Coaching Salaries,Coaching Salaries per Athlete,Football Players,Total Football Spending,Football Spending per Football Player,Total Football Coaching Salaries,Football Coaching Salaries per Football Player
University of North Texas,227216,2013,338,"$28,926,470 ","$85,581 ","$17,628,426 ","$52,155 ","$4,752,767 ","$14,061 ",109,"$12,760,350 ","$117,067 ","$1,980,788 ","$18,172 "
University of North Texas,227216,2014,326,"$31,182,673 ","$95,652 ","$19,784,033 ","$60,687 ","$4,962,230 ","$15,222 ",113,"$13,393,263 ","$118,524 ","$2,221,853 ","$19,662 "
University of Northern Colorado,127741,2005,386,"$5,814,920 ","$15,065 ","$3,643,101 ","$9,438 ","$1,155,348 ","$2,993 ",98,,,,
University of Northern Colorado,127741,2006,335,"$7,534,495 ","$22,491 ","$3,835,623 ","$11,450 ","$1,463,489 ","$4,369 ",98,"$1,606,145 ","$16,389 ",,
University of Northern Colorado,127741,2007,378,"$7,424,484 ","$19,641 ","$4,517,903 ","$11,952 ","$1,642,188 ","$4,344 ",100,"$1,669,783 ","$16,698 ",,
University of Northern Colorado,127741,2008,380,"$8,584,426 ","$22,591 ","$5,252,178 ","$13,822 ","$1,764,447 ","$4,643 ",95,"$1,953,826 ","$20,567 ","$429,961 ","$4,526 "
University of Northern Colorado,127741,2009,372,"$9,424,655 ","$25,335 ","$6,000,112 ","$16,129 ","$1,973,779 ","$5,306 ",92,"$2,026,492 ","$22,027 ","$476,188 ","$5,176 "
University of Northern Colorado,127741,2010,394,"$9,882,315 ","$25,082 ","$6,281,715 ","$15,943 ","$1,957,300 ","$4,968 ",104,"$2,267,545 ","$21,803 ","$463,582 ","$4,458 "
University of Northern Colorado,127741,2011,390,"$10,719,587 ","$27,486 ","$6,532,281 ","$16,749 ","$2,042,330 ","$5,237 ",101,"$2,547,489 ","$25,223 ","$478,841 ","$4,741 "
University of Northern Colorado,127741,2012,416,"$11,743,605 ","$28,230 ","$6,932,913 ","$16,666 ","$2,255,282 ","$5,421 ",99,"$2,758,233 ","$27,861 ","$578,531 ","$5,844 "
University of Northern Colorado,127741,2013,365,"$12,238,351 ","$33,530 ","$8,380,645 ","$22,961 ","$2,398,997 ","$6,573 ",95,"$2,965,650 ","$31,217 ","$631,285 ","$6,645 "
University of Northern Colorado,127741,2014,379,"$13,424,556 ","$35,421 ","$9,688,815 ","$25,564 ","$2,452,031 ","$6,470 ",96,"$3,417,257 ","$35,596 ","$623,516 ","$6,495 "
University of Northern Iowa,154095,2005,365,"$13,738,000 ","$37,638 ","$8,814,725 ","$24,150 ","$2,582,238 ","$7,075 ",96,"$2,277,876 ","$23,728 ","$631,538 ","$6,579 "
University of Northern Iowa,154095,2006,389,"$14,636,524 ","$37,626 ","$9,244,691 ","$23,765 ","$2,810,735 ","$7,226 ",106,"$2,799,383 ","$26,409 ","$708,955 ","$6,688 "
University of Northern Iowa,154095,2007,432,"$15,023,653 ","$34,777 ","$7,867,620 ","$18,212 ","$2,924,023 ","$6,769 ",103,"$2,851,741 ","$27,687 ","$791,804 ","$7,687 "
University of Northern Iowa,154095,2008,411,"$16,347,601 ","$39,775 ","$8,759,042 ","$21,312 ","$2,893,635 ","$7,040 ",105,"$3,208,862 ","$30,561 ","$798,399 ","$7,604 "
University of Northern Iowa,154095,2009,414,"$16,985,910 ","$41,029 ","$8,625,376 ","$20,834 ","$3,208,220 ","$7,749 ",98,"$3,766,560 ","$38,434 ","$1,002,391 ","$10,228 "
University of Northern Iowa,154095,2010,376,"$15,801,377 ","$42,025 ","$7,755,242 ","$20,626 ","$3,388,551 ","$9,012 ",98,"$2,949,467 ","$30,097 ","$961,202 ","$9,808 "
University of Northern Iowa,154095,2011,382,"$16,029,348 ","$41,962 ","$8,147,788 ","$21,329 ","$3,678,874 ","$9,631 ",96,"$2,993,685 ","$31,184 ","$1,046,696 ","$10,903 "
University of Northern Iowa,154095,2012,381,"$16,890,627 ","$44,332 ","$8,068,386 ","$21,177 ","$3,917,448 ","$10,282 ",95,"$3,329,150 ","$35,044 ","$1,108,259 ","$11,666 "
University of Northern Iowa,154095,2013,422,"$16,771,459 ","$39,743 ","$7,994,868 ","$18,945 ","$3,914,448 ","$9,276 ",96,"$3,154,066 ","$32,855 ","$1,091,951 ","$11,374 "
University of Northern Iowa,154095,2014,423,"$18,103,940 ","$42,799 ","$8,464,481 ","$20,011 ","$4,100,492 ","$9,694 ",95,"$3,545,902 ","$37,325 ","$1,155,139 ","$12,159 "
University of Oklahoma,207500,2005,516,"$62,897,773 ","$121,895 ","$150,000 ",$291 ,"$9,790,344 ","$18,974 ",122,"$15,539,986 ","$127,377 ","$5,257,430 ","$43,094 "
University of Oklahoma,207500,2006,488,"$64,322,580 ","$131,809 ","$150,000 ",$307 ,"$11,485,172 ","$23,535 ",125,"$15,812,516 ","$126,500 ","$6,333,566 ","$50,669 "
University of Oklahoma,207500,2007,493,"$69,266,318 ","$140,500 ","$150,000 ",$304 ,"$11,958,296 ","$24,256 ",125,"$17,942,907 ","$143,543 ","$5,897,043 ","$47,176 "
University of Oklahoma,207500,2008,521,"$76,945,882 ","$147,689 ","$150,000 ",$288 ,"$12,951,543 ","$24,859 ",119,"$18,533,245 ","$155,742 ","$6,303,238 ","$52,968 "
University of Oklahoma,207500,2009,548,"$81,404,991 ","$148,549 ",$0 ,$0 ,"$14,452,846 ","$26,374 ",114,"$20,104,378 ","$176,354 ","$6,649,899 ","$58,332 "
University of Oklahoma,207500,2010,544,"$87,678,199 ","$161,173 ",$0 ,$0 ,"$16,727,351 ","$30,749 ",115,"$19,242,511 ","$167,326 ","$8,117,665 ","$70,588 "
University of Oklahoma,207500,2011,578,"$94,363,928 ","$163,259 ",$0 ,$0 ,"$18,969,694 ","$32,820 ",115,"$23,277,520 ","$202,413 ","$9,771,667 ","$84,971 "
University of Oklahoma,207500,2012,568,"$96,250,328 ","$169,455 ",$0 ,$0 ,"$20,773,036 ","$36,572 ",115,"$23,674,490 ","$205,865 ","$10,223,952 ","$88,904 "
University of Oklahoma,207500,2013,541,"$102,447,553 ","$189,367 ",$0 ,$0 ,"$21,274,516 ","$39,324 ",110,"$25,140,633 ","$228,551 ","$10,002,520 ","$90,932 "
University of Oklahoma,207500,2014,563,"$113,366,698 ","$201,362 ",$0 ,$0 ,"$21,918,720 ","$38,932 ",115,"$27,600,571 ","$240,005 ","$10,279,674 ","$89,388 "
University of Oregon,209551,2005,425,"$40,107,833 ","$94,371 ","$1,369,845 ","$3,223 ","$4,327,352 ","$10,182 ",137,"$8,234,921 ","$60,109 ","$1,781,194 ","$13,001 "
University of Oregon,209551,2006,408,"$44,711,104 ","$109,586 ","$1,417,567 ","$3,474 ","$5,424,694 ","$13,296 ",126,"$9,791,460 ","$77,710 ","$2,436,412 ","$19,337 "
University of Oregon,209551,2007,401,"$49,531,150 ","$123,519 ",$0 ,$0 ,"$7,082,140 ","$17,661 ",103,"$10,891,060 ","$105,738 ","$3,622,964 ","$35,174 "
University of Oregon,209551,2008,385,"$56,259,942 ","$146,130 ","$1,168,411 ","$3,035 ","$7,702,699 ","$20,007 ",104,"$15,248,908 ","$146,624 ","$3,408,236 ","$32,772 "
University of Oregon,209551,2009,406,"$60,248,727 ","$148,396 ","$1,398,094 ","$3,444 ","$9,492,095 ","$23,380 ",105,"$14,999,598 ","$142,853 ","$4,041,120 ","$38,487 "
University of Oregon,209551,2010,412,"$77,856,232 ","$188,971 ","$2,685,142 ","$6,517 ","$11,179,883 ","$27,136 ",105,"$16,453,940 ","$156,704 ","$4,537,192 ","$43,211 "
University of Oregon,209551,2011,414,"$76,274,142 ","$184,237 ","$2,419,855 ","$5,845 ","$15,376,491 ","$37,141 ",105,"$17,374,226 ","$165,469 ","$6,899,278 ","$65,707 "
University of Oregon,209551,2012,465,"$89,709,350 ","$192,923 ","$2,475,860 ","$5,324 ","$16,251,606 ","$34,950 ",109,"$19,402,937 ","$178,009 ","$7,280,142 ","$66,790 "
University of Oregon,209551,2013,462,"$94,972,708 ","$205,569 ","$2,337,377 ","$5,059 ","$16,883,297 ","$36,544 ",106,"$21,045,182 ","$198,539 ","$8,006,698 ","$75,535 "
University of Oregon,209551,2014,478,"$110,378,432 ","$230,917 ","$2,155,099 ","$4,509 ","$16,283,951 ","$34,067 ",107,"$29,222,176 ","$273,104 ","$6,795,242 ","$63,507 "
University of Rhode Island,217484,2005,612,"$17,538,454 ","$28,658 ","$13,676,589 ","$22,347 ","$3,041,134 ","$4,969 ",105,"$3,090,553 ","$29,434 ","$676,826 ","$6,446 "
University of Rhode Island,217484,2006,559,"$18,398,621 ","$32,913 ","$14,819,374 ","$26,511 ","$3,114,535 ","$5,572 ",92,"$3,040,230 ","$33,046 ","$629,265 ","$6,840 "
University of Rhode Island,217484,2007,514,"$18,474,633 ","$35,943 ","$15,041,575 ","$29,264 ","$3,218,354 ","$6,261 ",89,"$3,220,529 ","$36,186 ","$715,575 ","$8,040 "
University of Rhode Island,217484,2008,579,"$20,197,909 ","$34,884 ","$16,286,587 ","$28,129 ","$3,369,004 ","$5,819 ",80,"$3,558,421 ","$44,480 ","$776,107 ","$9,701 "
University of Rhode Island,217484,2009,479,"$20,413,032 ","$42,616 ","$16,043,219 ","$33,493 ","$3,384,376 ","$7,066 ",85,"$3,715,576 ","$43,713 ","$798,529 ","$9,394 "
University of Rhode Island,217484,2010,436,"$21,186,722 ","$48,593 ","$16,967,161 ","$38,916 ","$3,562,226 ","$8,170 ",85,"$3,730,269 ","$43,886 ","$792,028 ","$9,318 "
University of Rhode Island,217484,2011,439,"$22,186,730 ","$50,539 ","$17,588,496 ","$40,065 ","$3,669,144 ","$8,358 ",83,"$3,785,288 ","$45,606 ","$763,260 ","$9,196 "
University of Rhode Island,217484,2012,437,"$25,016,244 ","$57,245 ","$19,755,157 ","$45,206 ","$3,781,559 ","$8,653 ",84,"$3,736,644 ","$44,484 ","$793,619 ","$9,448 "
University of Rhode Island,217484,2013,475,"$23,689,560 ","$49,873 ","$18,374,422 ","$38,683 ","$3,976,504 ","$8,372 ",84,"$3,559,524 ","$42,375 ","$810,049 ","$9,643 "
University of Rhode Island,217484,2014,454,"$24,885,161 ","$54,813 ","$20,044,922 ","$44,152 ","$4,215,847 ","$9,286 ",89,"$4,105,365 ","$46,128 ","$814,552 ","$9,152 "
University of South Alabama,102094,2005,173,"$6,933,573 ","$40,078 ","$5,676,463 ","$32,812 ","$1,562,386 ","$9,031 ",,,,,
University of South Alabama,102094,2006,179,"$7,632,178 ","$42,638 ","$6,284,465 ","$35,109 ","$1,875,434 ","$10,477 ",,,,,
University of South Alabama,102094,2007,286,"$8,517,024 ","$29,780 ","$7,618,558 ","$26,638 ","$2,062,516 ","$7,212 ",,,,,
University of South Alabama,102094,2008,274,"$10,626,929 ","$38,784 ","$9,567,715 ","$34,919 ","$2,197,193 ","$8,019 ",,,,,
University of South Alabama,102094,2009,236,"$13,778,098 ","$58,382 ","$11,485,985 ","$48,669 ","$1,821,567 ","$7,719 ",,,,,
University of South Alabama,102094,2010,331,"$15,380,469 ","$46,467 ","$13,731,918 ","$41,486 ","$3,730,283 ","$11,270 ",,,,,
University of South Alabama,102094,2011,365,"$16,580,198 ","$45,425 ","$13,988,350 ","$38,324 ","$3,788,521 ","$10,380 ",150,,,,
University of South Alabama,102094,2012,343,"$18,816,817 ","$54,860 ","$15,532,273 ","$45,284 ","$3,929,656 ","$11,457 ",128,"$7,255,599 ","$56,684 ","$1,649,862 ","$12,890 "
University of South Alabama,102094,2013,377,"$19,830,068 ","$52,600 ","$16,525,156 ","$43,833 ","$4,174,978 ","$11,074 ",131,"$6,700,615 ","$51,150 ","$1,569,708 ","$11,983 "
University of South Alabama,102094,2014,366,"$22,960,759 ","$62,734 ","$17,883,165 ","$48,861 ","$4,348,164 ","$11,880 ",125,"$8,421,200 ","$67,370 ","$1,736,594 ","$13,893 "
University of South Carolina,218663,2005,473,"$48,935,414 ","$103,458 ","$854,387 ","$1,806 ","$7,807,938 ","$16,507 ",120,"$10,331,418 ","$86,095 ","$2,923,820 ","$24,365 "
University of South Carolina,218663,2006,481,"$53,098,347 ","$110,392 ","$877,515 ","$1,824 ","$7,959,550 ","$16,548 ",117,"$13,191,604 ","$112,749 ","$2,945,350 ","$25,174 "
University of South Carolina,218663,2007,476,"$57,167,414 ","$120,100 ","$1,197,375 ","$2,515 ","$8,179,174 ","$17,183 ",107,"$14,656,554 ","$136,977 ","$2,991,555 ","$27,958 "
University of South Carolina,218663,2008,479,"$64,516,437 ","$134,690 ","$1,987,931 ","$4,150 ","$9,318,658 ","$19,454 ",109,"$14,330,240 ","$131,470 ","$3,569,265 ","$32,746 "
University of South Carolina,218663,2009,517,"$75,597,812 ","$146,224 ","$2,098,087 ","$4,058 ","$10,271,296 ","$19,867 ",112,"$20,544,570 ","$183,434 ","$4,229,424 ","$37,763 "
University of South Carolina,218663,2010,520,"$78,295,030 ","$150,567 ","$2,146,293 ","$4,127 ","$10,870,798 ","$20,905 ",112,"$22,796,732 ","$203,542 ","$4,520,795 ","$40,364 "
University of South Carolina,218663,2011,531,"$80,525,711 ","$151,649 ","$2,248,275 ","$4,234 ","$13,289,795 ","$25,028 ",111,"$22,482,479 ","$202,545 ","$5,889,468 ","$53,058 "
University of South Carolina,218663,2012,547,"$84,963,037 ","$155,325 ","$2,338,268 ","$4,275 ","$13,851,603 ","$25,323 ",113,"$22,197,204 ","$196,435 ","$6,150,724 ","$54,431 "
University of South Carolina,218663,2013,549,"$89,097,412 ","$162,290 ","$2,537,697 ","$4,622 ","$15,870,043 ","$28,907 ",116,"$24,975,717 ","$215,308 ","$7,075,280 ","$60,994 "
University of South Carolina,218663,2014,546,"$95,762,786 ","$175,390 ","$5,631,976 ","$10,315 ","$18,277,553 ","$33,475 ",109,"$26,187,352 ","$240,251 ","$8,116,353 ","$74,462 "
University of South Carolina Upstate,218742,2005,,,,,,,,,,,,
University of South Carolina Upstate,218742,2006,,,,,,,,,,,,
University of South Carolina Upstate,218742,2007,,,,,,,,,,,,
University of South Carolina Upstate,218742,2008,262,"$5,423,413 ","$20,700 ","$4,708,944 ","$17,973 ","$1,019,362 ","$3,891 ",,,,,
University of South Carolina Upstate,218742,2009,261,"$6,610,093 ","$25,326 ","$5,666,503 ","$21,711 ","$1,108,708 ","$4,248 ",,,,,
University of South Carolina Upstate,218742,2010,228,"$6,610,682 ","$28,994 ","$5,915,887 ","$25,947 ","$1,215,329 ","$5,330 ",,,,,
University of South Carolina Upstate,218742,2011,238,"$6,488,621 ","$27,263 ","$5,880,819 ","$24,709 ","$1,239,665 ","$5,209 ",,,,,
University of South Carolina Upstate,218742,2012,251,"$7,010,024 ","$27,928 ","$6,061,535 ","$24,150 ","$1,313,500 ","$5,233 ",,,,,
University of South Carolina Upstate,218742,2013,238,"$7,325,865 ","$30,781 ","$6,020,233 ","$25,295 ","$1,383,870 ","$5,815 ",,,,,
University of South Carolina Upstate,218742,2014,232,"$7,143,471 ","$30,791 ","$5,834,118 ","$25,147 ","$1,415,674 ","$6,102 ",,,,,
University of South Dakota,219471,2005,,,,,,,,,,,,
University of South Dakota,219471,2006,,,,,,,,,,,,
University of South Dakota,219471,2007,,,,,,,,,,,,
University of South Dakota,219471,2008,,,,,,,,,,,,
University of South Dakota,219471,2009,329,"$7,159,168 ","$21,760 ","$4,462,668 ","$13,564 ","$1,264,499 ","$3,843 ",82,,,,
University of South Dakota,219471,2010,328,"$7,755,364 ","$23,644 ","$5,096,673 ","$15,539 ","$1,360,124 ","$4,147 ",89,,,,
University of South Dakota,219471,2011,335,"$8,964,301 ","$26,759 ","$5,565,192 ","$16,613 ","$1,451,533 ","$4,333 ",88,,,,
University of South Dakota,219471,2012,349,"$10,148,016 ","$29,077 ","$6,581,241 ","$18,857 ","$1,729,561 ","$4,956 ",89,,,,
University of South Dakota,219471,2013,367,"$11,022,253 ","$30,033 ","$7,297,727 ","$19,885 ","$2,122,046 ","$5,782 ",95,"$2,687,268 ","$28,287 ","$635,844 ","$6,693 "
University of South Dakota,219471,2014,364,"$14,686,675 ","$40,348 ","$10,697,633 ","$29,389 ","$2,302,132 ","$6,325 ",94,"$2,597,781 ","$27,636 ","$658,973 ","$7,010 "
University of South Florida,137351,2005,419,"$19,823,873 ","$47,312 ","$10,276,888 ","$24,527 ","$3,359,268 ","$8,017 ",108,"$5,379,609 ","$49,811 ","$1,372,523 ","$12,709 "
University of South Florida,137351,2006,427,"$24,237,359 ","$56,762 ","$11,367,669 ","$26,622 ","$4,169,189 ","$9,764 ",111,"$6,668,203 ","$60,074 ","$1,854,614 ","$16,708 "
University of South Florida,137351,2007,412,"$27,846,459 ","$67,588 ","$12,254,972 ","$29,745 ","$5,118,592 ","$12,424 ",111,"$7,691,186 ","$69,290 ","$2,306,616 ","$20,780 "
University of South Florida,137351,2008,443,"$32,809,603 ","$74,062 ","$12,821,262 ","$28,942 ","$5,754,110 ","$12,989 ",110,"$9,738,043 ","$88,528 ","$2,615,473 ","$23,777 "
University of South Florida,137351,2009,479,"$35,213,059 ","$73,514 ","$13,779,714 ","$28,768 ","$6,497,911 ","$13,566 ",114,"$10,426,560 ","$91,461 ","$3,280,258 ","$28,774 "
University of South Florida,137351,2010,465,"$39,088,660 ","$84,062 ","$14,185,037 ","$30,505 ","$7,387,152 ","$15,886 ",104,"$12,214,980 ","$117,452 ","$3,849,449 ","$37,014 "
University of South Florida,137351,2011,442,"$43,494,246 ","$98,403 ","$16,561,617 ","$37,470 ","$7,440,932 ","$16,835 ",112,"$12,695,322 ","$113,351 ","$3,741,720 ","$33,408 "
University of South Florida,137351,2012,473,"$43,067,025 ","$91,051 ","$16,688,650 ","$35,283 ","$7,906,011 ","$16,715 ",115,"$12,641,752 ","$109,928 ","$3,917,012 ","$34,061 "
University of South Florida,137351,2013,482,"$44,612,535 ","$92,557 ","$17,703,771 ","$36,730 ","$8,532,803 ","$17,703 ",118,"$13,300,684 ","$112,718 ","$4,159,616 ","$35,251 "
University of South Florida,137351,2014,436,"$46,829,647 ","$107,407 ","$21,355,970 ","$48,982 ","$8,187,787 ","$18,779 ",105,"$12,131,757 ","$115,541 ","$3,418,661 ","$32,559 "
University of Southern Mississippi,176372,2005,344,"$16,588,414 ","$48,222 ","$7,466,994 ","$21,706 ","$3,037,420 ","$8,830 ",115,"$4,928,391 ","$42,856 ","$1,332,792 ","$11,589 "
University of Southern Mississippi,176372,2006,327,"$18,396,942 ","$56,260 ","$6,986,590 ","$21,366 ","$3,412,229 ","$10,435 ",110,"$5,556,745 ","$50,516 ","$1,588,317 ","$14,439 "
University of Southern Mississippi,176372,2007,322,"$19,083,585 ","$59,266 ","$6,847,594 ","$21,266 ","$3,553,210 ","$11,035 ",122,"$4,458,078 ","$36,542 ","$1,626,608 ","$13,333 "
University of Southern Mississippi,176372,2008,351,"$18,671,620 ","$53,195 ","$6,913,343 ","$19,696 ","$3,779,015 ","$10,766 ",123,"$5,983,125 ","$48,643 ","$1,700,384 ","$13,824 "
University of Southern Mississippi,176372,2009,337,"$19,861,580 ","$58,936 ","$7,339,063 ","$21,778 ","$4,367,040 ","$12,959 ",113,"$6,473,448 ","$57,287 ","$2,120,438 ","$18,765 "
University of Southern Mississippi,176372,2010,350,"$19,641,550 ","$56,119 ","$8,000,401 ","$22,858 ","$4,438,146 ","$12,680 ",119,"$6,428,055 ","$54,017 ","$2,198,965 ","$18,479 "
University of Southern Mississippi,176372,2011,325,"$20,702,037 ","$63,699 ","$8,015,417 ","$24,663 ","$4,604,479 ","$14,168 ",111,"$6,880,942 ","$61,990 ","$2,258,350 ","$20,345 "
University of Southern Mississippi,176372,2012,340,"$21,914,136 ","$64,453 ","$8,264,043 ","$24,306 ","$4,896,570 ","$14,402 ",118,"$7,177,341 ","$60,825 ","$2,374,192 ","$20,120 "
University of Southern Mississippi,176372,2013,340,"$22,399,056 ","$65,880 ","$9,802,774 ","$28,832 ","$4,738,300 ","$13,936 ",116,"$7,827,157 ","$67,475 ","$2,321,220 ","$20,011 "
University of Southern Mississippi,176372,2014,335,"$23,536,254 ","$70,257 ","$9,413,473 ","$28,100 ","$4,751,899 ","$14,185 ",121,"$7,457,481 ","$61,632 ","$2,078,895 ","$17,181 "
University of Toledo,206084,2005,350,"$14,300,546 ","$40,859 ","$10,542,525 ","$30,122 ","$2,219,387 ","$6,341 ",110,"$3,931,278 ","$35,739 ","$831,802 ","$7,562 "
University of Toledo,206084,2006,419,"$16,258,879 ","$38,804 ","$9,969,581 ","$23,794 ","$3,481,968 ","$8,310 ",107,"$4,763,244 ","$44,516 ","$450,278 ","$4,208 "
University of Toledo,206084,2007,342,"$16,401,077 ","$47,956 ","$10,841,877 ","$31,701 ","$3,188,855 ","$9,324 ",112,"$4,698,738 ","$41,953 ","$1,239,969 ","$11,071 "
University of Toledo,206084,2008,364,"$17,811,494 ","$48,933 ","$10,550,952 ","$28,986 ","$3,430,191 ","$9,424 ",105,"$5,273,437 ","$50,223 ",,
University of Toledo,206084,2009,361,"$19,330,595 ","$53,547 ","$10,647,912 ","$29,496 ","$4,041,331 ","$11,195 ",109,"$4,950,863 ","$45,421 ","$1,476,300 ","$13,544 "
University of Toledo,206084,2010,365,"$20,021,956 ","$54,855 ","$9,824,257 ","$26,916 ","$4,626,367 ","$12,675 ",107,"$5,675,081 ","$53,038 ","$1,783,291 ","$16,666 "
University of Toledo,206084,2011,397,"$20,673,092 ","$52,073 ","$10,125,436 ","$25,505 ","$4,625,934 ","$11,652 ",112,"$6,480,851 ","$57,865 ","$1,772,317 ","$15,824 "
University of Toledo,206084,2012,388,"$22,381,963 ","$57,685 ","$11,168,746 ","$28,785 ","$4,789,871 ","$12,345 ",111,"$7,457,181 ","$67,182 ","$1,896,099 ","$17,082 "
University of Toledo,206084,2013,407,"$23,654,141 ","$58,118 ","$11,149,815 ","$27,395 ","$3,713,087 ","$9,123 ",120,"$7,458,313 ","$62,153 ","$1,383,994 ","$11,533 "
University of Toledo,206084,2014,375,"$26,304,331 ","$70,145 ","$12,940,709 ","$34,509 ","$4,966,892 ","$13,245 ",121,"$6,677,902 ","$55,189 ","$1,808,660 ","$14,948 "
University of Utah,230764,2005,387,"$21,311,639 ","$55,069 ","$6,002,786 ","$15,511 ","$4,537,221 ","$11,724 ",120,"$6,917,088 ","$57,642 ","$1,625,784 ","$13,548 "
University of Utah,230764,2006,397,"$24,477,346 ","$61,656 ","$6,537,644 ","$16,468 ","$5,343,629 ","$13,460 ",129,"$6,985,956 ","$54,155 ","$2,214,605 ","$17,167 "
University of Utah,230764,2007,412,"$26,328,003 ","$63,903 ","$6,860,057 ","$16,651 ","$5,253,798 ","$12,752 ",118,"$8,161,549 ","$69,166 ","$2,164,667 ","$18,345 "
University of Utah,230764,2008,396,"$27,928,663 ","$70,527 ","$7,112,517 ","$17,961 ","$6,009,370 ","$15,175 ",118,"$8,947,125 ","$75,823 ","$2,400,289 ","$20,341 "
University of Utah,230764,2009,388,"$31,302,138 ","$80,676 ","$7,707,722 ","$19,865 ","$6,613,125 ","$17,044 ",111,"$10,423,458 ","$93,905 ","$2,968,754 ","$26,746 "
University of Utah,230764,2010,397,"$31,742,827 ","$79,957 ","$8,538,644 ","$21,508 ","$7,171,708 ","$18,065 ",121,"$10,660,873 ","$88,106 ","$3,017,818 ","$24,941 "
University of Utah,230764,2011,419,"$36,846,478 ","$87,939 ","$9,381,567 ","$22,390 ","$7,626,743 ","$18,202 ",124,"$11,781,103 ","$95,009 ","$3,379,792 ","$27,256 "
University of Utah,230764,2012,419,"$43,719,503 ","$104,342 ","$9,982,503 ","$23,825 ","$9,618,557 ","$22,956 ",123,"$15,713,226 ","$127,750 ","$4,696,792 ","$38,185 "
University of Utah,230764,2013,447,"$49,520,152 ","$110,783 ","$10,239,500 ","$22,907 ","$10,114,828 ","$22,628 ",127,"$15,670,497 ","$123,390 ","$4,841,174 ","$38,119 "
University of Utah,230764,2014,419,"$50,531,606 ","$120,600 ","$9,862,106 ","$23,537 ","$11,313,635 ","$27,002 ",118,"$16,062,071 ","$136,119 ","$5,638,864 ","$47,787 "
University of Vermont,231174,2005,386,"$11,344,091 ","$29,389 ","$6,896,311 ","$17,866 ","$2,307,609 ","$5,978 ",,,,,
University of Vermont,231174,2006,409,"$11,669,051 ","$28,531 ","$7,738,006 ","$18,919 ","$2,463,767 ","$6,024 ",,,,,
University of Vermont,231174,2007,430,"$13,053,227 ","$30,356 ","$8,441,020 ","$19,630 ","$2,778,413 ","$6,461 ",,,,,
University of Vermont,231174,2008,431,"$13,718,549 ","$31,830 ","$8,537,416 ","$19,808 ","$3,096,518 ","$7,184 ",,,,,
University of Vermont,231174,2009,460,"$14,755,780 ","$32,078 ","$9,610,792 ","$20,893 ","$3,323,893 ","$7,226 ",,,,,
University of Vermont,231174,2010,404,"$15,991,125 ","$39,582 ","$11,249,212 ","$27,845 ","$3,045,778 ","$7,539 ",,,,,
University of Vermont,231174,2011,404,"$17,041,171 ","$42,181 ","$11,972,477 ","$29,635 ","$3,262,450 ","$8,075 ",,,,,
University of Vermont,231174,2012,398,"$17,949,954 ","$45,100 ","$12,758,802 ","$32,057 ","$3,301,388 ","$8,295 ",,,,,
University of Vermont,231174,2013,415,"$18,351,709 ","$44,221 ","$13,055,957 ","$31,460 ","$3,317,543 ","$7,994 ",,,,,
University of Vermont,231174,2014,395,"$19,071,456 ","$48,282 ","$13,392,986 ","$33,906 ","$3,509,475 ","$8,885 ",,,,,
University of Virginia,234076,2005,664,"$59,825,403 ","$90,098 ","$7,973,032 ","$12,008 ","$7,300,864 ","$10,995 ",110,"$16,812,582 ","$152,842 ","$2,495,502 ","$22,686 "
University of Virginia,234076,2006,611,"$51,591,398 ","$84,438 ","$9,127,368 ","$14,938 ","$9,785,621 ","$16,016 ",100,"$14,032,284 ","$140,323 ","$4,062,600 ","$40,626 "
University of Virginia,234076,2007,643,"$64,852,417 ","$100,859 ","$9,856,625 ","$15,329 ","$9,896,811 ","$15,392 ",108,"$17,145,138 ","$158,751 ","$3,751,370 ","$34,735 "
University of Virginia,234076,2008,649,"$65,838,543 ","$101,446 ","$11,119,358 ","$17,133 ","$10,558,573 ","$16,269 ",110,"$18,532,848 ","$168,480 ","$4,130,222 ","$37,547 "
University of Virginia,234076,2009,654,"$63,696,905 ","$97,396 ","$11,874,202 ","$18,156 ","$12,281,643 ","$18,779 ",112,"$17,226,350 ","$153,807 ","$4,457,701 ","$39,801 "
University of Virginia,234076,2010,677,"$70,870,412 ","$104,683 ","$12,160,103 ","$17,962 ","$13,001,200 ","$19,204 ",121,"$15,927,675 ","$131,634 ","$4,345,888 ","$35,916 "
University of Virginia,234076,2011,688,"$72,400,342 ","$105,233 ","$12,973,298 ","$18,857 ","$14,070,704 ","$20,452 ",128,"$16,739,587 ","$130,778 ","$4,591,248 ","$35,869 "
University of Virginia,234076,2012,694,"$75,437,849 ","$108,700 ","$13,131,129 ","$18,921 ","$15,638,130 ","$22,533 ",128,"$17,319,041 ","$135,305 ","$5,012,335 ","$39,159 "
University of Virginia,234076,2013,669,"$84,201,789 ","$125,862 ","$13,119,353 ","$19,610 ","$16,406,122 ","$24,523 ",115,"$21,455,216 ","$186,567 ","$5,661,301 ","$49,229 "
University of Virginia,234076,2014,679,"$87,426,105 ","$128,757 ","$13,235,814 ","$19,493 ","$18,089,569 ","$26,641 ",112,"$22,459,835 ","$200,534 ","$6,027,781 ","$53,819 "
University of Washington,236948,2005,655,"$45,423,346 ","$69,349 ","$1,460,173 ","$2,229 ","$7,818,498 ","$11,937 ",105,"$13,400,762 ","$127,626 ","$2,796,167 ","$26,630 "
